"STATISTIC","Statistic","TLIST(D1)","Day","C02199V02655","Sex","UNIT","VALUE"
"RIP02C01","RIP.ie death notices","2021M06D10","2021 June 10","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M06D10","2021 June 10","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2021M06D10","2021 June 10","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M06D11","2021 June 11","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2021M06D11","2021 June 11","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2021M06D11","2021 June 11","2","Female","Number","49"
"RIP02C01","RIP.ie death notices","2021M06D12","2021 June 12","-","Both sexes","Number","95"
"RIP02C01","RIP.ie death notices","2021M06D12","2021 June 12","1","Male","Number","57"
"RIP02C01","RIP.ie death notices","2021M06D12","2021 June 12","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M06D13","2021 June 13","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2021M06D13","2021 June 13","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2021M06D13","2021 June 13","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M06D14","2021 June 14","-","Both sexes","Number","71"
"RIP02C01","RIP.ie death notices","2021M06D14","2021 June 14","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2021M06D14","2021 June 14","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2021M06D15","2021 June 15","-","Both sexes","Number","56"
"RIP02C01","RIP.ie death notices","2021M06D15","2021 June 15","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2021M06D15","2021 June 15","2","Female","Number","21"
"RIP02C01","RIP.ie death notices","2021M06D16","2021 June 16","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M06D16","2021 June 16","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M06D16","2021 June 16","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2021M06D17","2021 June 17","-","Both sexes","Number","79"
"RIP02C01","RIP.ie death notices","2021M06D17","2021 June 17","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2021M06D17","2021 June 17","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2021M06D18","2021 June 18","-","Both sexes","Number","65"
"RIP02C01","RIP.ie death notices","2021M06D18","2021 June 18","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2021M06D18","2021 June 18","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2021M06D19","2021 June 19","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2021M06D19","2021 June 19","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2021M06D19","2021 June 19","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M06D20","2021 June 20","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2021M06D20","2021 June 20","1","Male","Number","33"
"RIP02C01","RIP.ie death notices","2021M06D20","2021 June 20","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M06D21","2021 June 21","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M06D21","2021 June 21","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2021M06D21","2021 June 21","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M06D22","2021 June 22","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2021M06D22","2021 June 22","1","Male","Number","30"
"RIP02C01","RIP.ie death notices","2021M06D22","2021 June 22","2","Female","Number","51"
"RIP02C01","RIP.ie death notices","2021M06D23","2021 June 23","-","Both sexes","Number","64"
"RIP02C01","RIP.ie death notices","2021M06D23","2021 June 23","1","Male","Number","31"
"RIP02C01","RIP.ie death notices","2021M06D23","2021 June 23","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2021M06D24","2021 June 24","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2021M06D24","2021 June 24","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2021M06D24","2021 June 24","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2021M06D25","2021 June 25","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2021M06D25","2021 June 25","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2021M06D25","2021 June 25","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M06D26","2021 June 26","-","Both sexes","Number","61"
"RIP02C01","RIP.ie death notices","2021M06D26","2021 June 26","1","Male","Number","31"
"RIP02C01","RIP.ie death notices","2021M06D26","2021 June 26","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2021M06D27","2021 June 27","-","Both sexes","Number","79"
"RIP02C01","RIP.ie death notices","2021M06D27","2021 June 27","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M06D27","2021 June 27","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2021M06D28","2021 June 28","-","Both sexes","Number","92"
"RIP02C01","RIP.ie death notices","2021M06D28","2021 June 28","1","Male","Number","58"
"RIP02C01","RIP.ie death notices","2021M06D28","2021 June 28","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2021M06D29","2021 June 29","-","Both sexes","Number","94"
"RIP02C01","RIP.ie death notices","2021M06D29","2021 June 29","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2021M06D29","2021 June 29","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M06D30","2021 June 30","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2021M06D30","2021 June 30","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2021M06D30","2021 June 30","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M07D01","2021 July 01","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2021M07D01","2021 July 01","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2021M07D01","2021 July 01","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M07D02","2021 July 02","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2021M07D02","2021 July 02","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M07D02","2021 July 02","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2021M07D03","2021 July 03","-","Both sexes","Number","79"
"RIP02C01","RIP.ie death notices","2021M07D03","2021 July 03","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2021M07D03","2021 July 03","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M07D04","2021 July 04","-","Both sexes","Number","65"
"RIP02C01","RIP.ie death notices","2021M07D04","2021 July 04","1","Male","Number","33"
"RIP02C01","RIP.ie death notices","2021M07D04","2021 July 04","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2021M07D05","2021 July 05","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2021M07D05","2021 July 05","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2021M07D05","2021 July 05","2","Female","Number","27"
"RIP02C01","RIP.ie death notices","2021M07D06","2021 July 06","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2021M07D06","2021 July 06","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M07D06","2021 July 06","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2021M07D07","2021 July 07","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2021M07D07","2021 July 07","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2021M07D07","2021 July 07","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M07D08","2021 July 08","-","Both sexes","Number","69"
"RIP02C01","RIP.ie death notices","2021M07D08","2021 July 08","1","Male","Number","30"
"RIP02C01","RIP.ie death notices","2021M07D08","2021 July 08","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M07D09","2021 July 09","-","Both sexes","Number","60"
"RIP02C01","RIP.ie death notices","2021M07D09","2021 July 09","1","Male","Number","28"
"RIP02C01","RIP.ie death notices","2021M07D09","2021 July 09","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2021M07D10","2021 July 10","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2021M07D10","2021 July 10","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2021M07D10","2021 July 10","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M07D11","2021 July 11","-","Both sexes","Number","71"
"RIP02C01","RIP.ie death notices","2021M07D11","2021 July 11","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M07D11","2021 July 11","2","Female","Number","29"
"RIP02C01","RIP.ie death notices","2021M07D12","2021 July 12","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M07D12","2021 July 12","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2021M07D12","2021 July 12","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M07D13","2021 July 13","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2021M07D13","2021 July 13","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2021M07D13","2021 July 13","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2021M07D14","2021 July 14","-","Both sexes","Number","53"
"RIP02C01","RIP.ie death notices","2021M07D14","2021 July 14","1","Male","Number","24"
"RIP02C01","RIP.ie death notices","2021M07D14","2021 July 14","2","Female","Number","29"
"RIP02C01","RIP.ie death notices","2021M07D15","2021 July 15","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2021M07D15","2021 July 15","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2021M07D15","2021 July 15","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2021M07D16","2021 July 16","-","Both sexes","Number","95"
"RIP02C01","RIP.ie death notices","2021M07D16","2021 July 16","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2021M07D16","2021 July 16","2","Female","Number","48"
"RIP02C01","RIP.ie death notices","2021M07D17","2021 July 17","-","Both sexes","Number","100"
"RIP02C01","RIP.ie death notices","2021M07D17","2021 July 17","1","Male","Number","54"
"RIP02C01","RIP.ie death notices","2021M07D17","2021 July 17","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2021M07D18","2021 July 18","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2021M07D18","2021 July 18","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2021M07D18","2021 July 18","2","Female","Number","43"
